5.645805592543278184e-01 -4.774455976506164490e-03
6.391478029294275220e-01 1.582137059263466483e-02
6.817576564580558607e-01 5.694462178282844178e-02
7.030625832223702520e-01 1.083281651861445205e-01
7.243675099866841993e-01 1.648486948908307603e-01
7.563249001331555643e-01 2.521979825985440904e-01
7.669773635153129820e-01 3.498075625193801663e-01
7.882822902796269293e-01 5.347527497583128842e-01
8.202396804260982943e-01 7.402527223975341464e-01
8.521970705725696593e-01 1.012533516954563062e+00
8.628495339547270770e-01 1.238567754409645616e+00
8.735019973368840507e-01 1.392684183645550355e+00
9.054593874833554157e-01 1.675238950805318705e+00
9.374167776298267807e-01 1.829369060430841021e+00
9.587217043941411720e-01 1.921848494245115946e+00
9.906790945406125370e-01 1.983512850445980691e+00
1.043941411451397849e+00 1.927040202104955746e+00
1.075898801597869658e+00 1.834594969264724318e+00
1.107856191744341023e+00 1.675368914506685014e+00
1.161118508655126780e+00 1.413416814110865838e+00
1.203728362183755118e+00 1.233649654342155788e+00
1.235685752330226483e+00 1.100108531090965513e+00
1.299600532623169213e+00 9.254920380132429791e-01
1.363515312916111943e+00 8.227933531546978152e-01
1.416777629826897700e+00 7.560467322109332144e-01
1.480692410119840430e+00 7.047179103660874411e-01
1.565912117177097551e+00 7.150466045272971805e-01
1.619174434087882863e+00 7.459027233095598675e-01
1.693741677762983011e+00 8.435533443992482283e-01
1.778961384820239688e+00 9.668957371905952947e-01
1.832223701731025445e+00 1.043984732685186767e+00
1.896138482023968175e+00 1.085121664264998564e+00
1.970705725699067878e+00 1.110854477135508667e+00
2.055925432756325222e+00 1.095498239789868933e+00
2.151797603195739761e+00 1.054463911132189402e+00
2.226364846870839465e+00 1.013415902084891407e+00
2.290279627163782195e+00 9.826350254455245015e-01
2.364846870838881898e+00 9.672719479050764235e-01
2.428761651131824628e+00 9.621760027725589914e-01
2.524633821571238279e+00 9.673745508272073579e-01
2.641810918774967654e+00 9.931347244769530569e-01
2.737683089214381305e+00 1.013744231435711463e+00
2.801597869507324035e+00 1.018922258905933464e+00
2.908122503328895547e+00 1.008716688251281468e+00
3.057256990679094955e+00 9.831275194717545851e-01
3.206391478029294362e+00 9.626753369935978633e-01
3.302263648468708901e+00 9.627368987468765127e-01
3.430093209054594361e+00 9.730929536873209607e-01
3.547270306258323735e+00 9.988531273370666597e-01
3.696404793608523143e+00 1.019496835269868118e+00
3.824234354194408603e+00 1.029852890210313010e+00
3.941411451398137089e+00 1.019654159750469358e+00
4.079893475366179523e+00 9.940581507761341307e-01
4.218375499334221956e+00 9.735991281031681766e-01
4.388814913448736199e+00 9.737085712201083432e-01
4.580559254327564389e+00 9.789686810280358031e-01
4.750998668442077744e+00 9.893520967477154038e-01
4.889480692410121065e+00 1.004851978184338357e+00
5.049267643142477446e+00 1.010091567407839896e+00
5.209054593874833827e+00 1.005057184028601114e+00
5.432756324900133826e+00 9.949268555168453432e-01
5.677762982689748661e+00 9.848102073947067048e-01
5.848202396804262015e+00 9.900566368130161443e-01
6.061251664447405041e+00 9.953304270105611806e-01
6.274300932090547178e+00 1.000604217208106217e+00
6.412782956058589612e+00 1.000693139740619575e+00
6.593874833555261716e+00 1.000809423052368530e+00
6.774966711051932933e+00 9.957887200627473234e-01
6.977363515312918096e+00 9.907816974627436934e-01
7.211717709720373293e+00 9.909321817485361450e-01
7.403462050599202371e+00 9.910553052550934439e-01
7.627163781624501482e+00 9.963359356474472683e-01
7.776298268974700889e+00 1.006705670977509293e+00
7.957390146471372105e+00 9.965479816865183693e-01
