0.000000000000000000e+00 0.000000000000000000e+00
2.793296089385477465e-02 4.184100418409553157e-03
2.695530726256984089e+00 4.184100418409553157e-03
3.002793296089385500e+00 4.184100418409553157e-03
3.142458100558659595e+00 2.928870292886998072e-02
3.184357541899441202e+00 1.087866108786612607e-01
3.254189944134078694e+00 2.803347280334724800e-01
3.282122905027932802e+00 5.439330543933054152e-01
3.379888268156425291e+00 9.958158995815900028e-01
3.421787709497206897e+00 1.389121338912133741e+00
3.547486033519553494e+00 2.376569037656903305e+00
3.617318435754190986e+00 2.677824267782426659e+00
3.603351955307262600e+00 2.774058577405857484e+00
3.701117318435755088e+00 2.803347280334727909e+00
3.784916201117318302e+00 2.728033472803347070e+00
3.840782122905028295e+00 2.648535564853556235e+00
3.854748603351955794e+00 2.560669456066945404e+00
3.854748603351955794e+00 2.456066945606694141e+00
3.938547486033520784e+00 2.205020920502091641e+00
4.050279329608938994e+00 1.974895397489539572e+00
4.148044692737430594e+00 1.631799163179916023e+00
4.259776536312849693e+00 1.414225941422593946e+00
4.385474860335196290e+00 1.163179916317991447e+00
4.511173184357542887e+00 9.748953974895391283e-01
4.650837988826816094e+00 8.619246861924687586e-01
4.734636871508381084e+00 7.824267782426774787e-01
4.874301675977654291e+00 7.238493723849370731e-01
4.986033519553073390e+00 6.694560669456066648e-01
5.167597765363129092e+00 6.317991631799158014e-01
5.349162011173184794e+00 6.276150627615062483e-01
5.586592178770950490e+00 6.569037656903766731e-01
5.768156424581006192e+00 7.154811715481166345e-01
5.935754189944134396e+00 7.949790794979079145e-01
6.145251396648045983e+00 8.870292887029287421e-01
6.298882681564246688e+00 9.832635983263595669e-01
6.452513966480448282e+00 1.079497907949790614e+00
6.675977653631286479e+00 1.158995815899581450e+00
6.913407821229051287e+00 1.230125523012552069e+00
7.192737430167599477e+00 1.242677824267782283e+00
7.402234636871509288e+00 1.192468619246861650e+00
7.569832402234637492e+00 1.138075313807531241e+00
7.737430167597767472e+00 1.066945606694560622e+00
7.905027932960893899e+00 9.958158995815900028e-01
8.058659217877096381e+00 9.497907949790791449e-01
8.268156424581007968e+00 8.953974895397487366e-01
8.491620111731844389e+00 8.661087866108783118e-01
8.729050279329610973e+00 8.702928870292883090e-01
9.022346368715085774e+00 8.995815899581587338e-01
9.259776536312852357e+00 9.456066945606695917e-01
9.497206703910615389e+00 1.000000000000000000e+00
9.748603351955310359e+00 1.046025104602510414e+00
9.944134078212293559e+00 1.066945606694560622e+00
